№ п/п,№ плавки,№ ручья,№ НЛЗ,"Ромбичность, мм",max,min,Δ
1164,12004576,4,12004576405,7,181,181,0
1165,12004576,5,12004576505,4,180,179,1
1166,12004576,6,12004576605,1,181,180,1
1167,12004577,1,12004577105,7,182,181,1
1168,12004577,2,12004577205,7,183,183,0
1169,12004577,3,12004577305,10,182,182,0
1170,12004577,4,12004577405,4,182,181,1
1171,12004577,5,12004577505,2,181,181,0
1172,12004577,6,12004577605,8,181,181,0
1173,12004581,1,12004581105,2,183,183,0
1174,12004581,2,12004581205,1,183,182,1
1175,12004581,3,12004581305,1,182,182,0
1176,12004581,4,12004581405,9,182,181,1
1177,12004581,5,12004581505,4,183,182,1
1178,12004581,6,12004581605,1,182,181,1
1179,12004586,1,12004586105,1,183,183,0
1180,12004586,2,12004586205,4,183,182,1
1181,12004586,3,12004586305,10,183,182,1
1182,12004586,4,12004586405,10,182,181,1
1183,12004586,5,12004586505,5,182,182,0
1184,12004586,6,12004586605,0,183,181,2
1185,12004591,1,12004591105,9,182,181,1
1186,12004591,2,12004591205,10,182,180,2
1187,12004591,3,12004591305,1,181,180,1
1188,12004591,4,12004591405,1,181,181,0
1189,12004591,5,12004591505,6,182,181,1
1190,12004591,6,12004591605,1,181,180,1
1191,12004595,1,12004595105,4,180,180,0
1192,12004595,2,12004595205,8,181,180,1
1193,12004595,3,12004595305,8,182,181,1
1194,12004595,4,12004595405,4,180,180,0
1195,12004595,5,12004595505,0,182,180,2
1196,12004595,6,12004595605,1,181,180,1
1197,12004601,1,12004601105,6,182,180,2
1198,12004601,2,12004601205,8,180,180,0
1199,12004601,3,12004601305,10,181,181,0
1200,12004601,4,12004601405,0,182,180,2
1201,12004601,5,12004601505,7,181,180,1
1202,12004601,6,12004601605,4,181,180,1
1203,12004606,1,12004606105,10,181,181,0
1204,12004606,2,12004606205,4,181,180,1
1205,12004606,3,12004606305,3,181,180,1
1206,12004606,4,12004606405,6,181,180,1
1207,12004606,6,12004606605,10,180,179,1
1208,12004610,1,12004610105,5,181,180,1
1209,12004610,2,12004610205,10,181,181,0
1210,12004610,3,12004610305,10,181,181,0
1211,12004610,4,12004610405,5,182,181,1
1212,12004610,6,12004610605,6,180,179,1
1,12004611,1,12004611105,5,181,181,0
2,12004611,2,12004611205,8,182,181,1
3,12004611,3,12004611305,10,181,180,1
4,12004611,4,12004611405,8,180,180,0
5,12004611,5,12004611505,10,181,180,1
6,12004611,6,12004611605,8,181,179,2
7,12004615,1,12004615105,10,181,181,0
8,12004615,2,12004615205,10,182,181,1
9,12004615,3,12004615305,4,180,180,0
10,12004615,4,12004615405,5,181,179,2
11,12004615,5,12004615505,4,181,180,1
12,12004615,6,12004615605,4,182,181,1
13,12004620,1,12004620105,6,181,180,1
14,12004620,2,12004620205,3,180,180,0
15,12004620,3,12004620305,4,181,181,0
16,12004620,4,12004620405,3,181,180,1
17,12004620,5,12004620505,10,180,179,1
18,12004620,6,12004620605,3,180,180,0
19,12004625,1,12004625105,5,181,180,1
20,12004625,2,12004625205,10,182,180,2
21,12004625,3,12004625305,4,181,180,1
22,12004625,4,12004625405,3,182,180,2
23,12004625,5,12004625505,7,181,180,1
24,12004625,6,12004625605,3,182,180,2
25,12004630,1,12004630105,6,182,180,2
26,12004630,2,12004630205,8,181,180,1
27,12004630,3,12004630305,3,182,181,1
28,12004630,4,12004630405,6,182,180,2
29,12004630,5,12004630505,3,181,180,1
30,12004630,6,12004630605,9,182,180,2
31,12004635,1,12004635105,3,181,180,1
32,12004635,2,12004635205,5,181,180,1
33,12004635,3,12004635305,3,182,180,2
34,12004635,4,12004635405,3,182,181,1
35,12004635,5,12004635505,4,182,180,2
36,12004635,6,12004635605,5,181,180,1
37,12004640,1,12004640105,8,181,180,1
38,12004640,2,12004640205,4,182,181,1
39,12004640,3,12004640305,1,181,180,1
40,12004640,4,12004640405,1,181,181,0
41,12004640,5,12004640505,3,180,180,0
42,12004640,6,12004640605,8,181,180,1
43,12004645,1,12004645105,1,182,180,2
44,12004645,2,12004645205,8,181,181,0
45,12004645,3,12004645305,1,181,180,1
46,12004645,4,12004645405,1,181,180,1
47,12004645,5,12004645505,2,181,180,1
48,12004645,6,12004645605,4,181,180,1
49,12004650,1,12004650104,6,181,180,1
50,12004650,2,12004650205,4,181,180,1
51,12004650,3,12004650305,0,181,181,0
52,12004650,4,12004650405,4,181,181,0
53,12004650,5,12004650505,4,182,181,1
54,12004650,6,12004650605,2,181,180,1
55,12004655,1,12004655105,0,182,182,0
56,12004655,2,12004655205,1,182,181,1
57,12004655,3,12004655305,1,183,182,1
58,12004655,4,12004655405,1,182,182,0
59,12004655,5,12004655505,2,183,182,1
60,12004655,6,12004655605,3,181,180,1
61,12004656,1,12004656105,8,183,180,3
62,12004656,2,12004656205,3,182,181,1
63,12004656,4,12004656405,1,182,181,1
64,12004656,5,12004656515,4,183,182,1
65,12004656,6,12004656605,10,182,182,0
66,12004660,1,12004660105,2,182,180,2
67,12004660,2,12004660205,3,181,180,1
68,12004660,3,12004660305,4,182,180,2
69,12004660,4,12004660405,3,182,181,1
70,12004660,5,12004660505,4,181,180,1
71,12004660,6,12004660605,3,182,180,2
72,12004665,1,12004665105,4,181,180,1
73,12004665,2,12004665205,4,183,182,1
74,12004665,3,12004665305,3,182,180,2
75,12004665,4,12004665405,3,181,180,1
76,12004665,5,12004665505,1,182,181,1
77,12004665,6,12004665605,2,182,180,2
78,12004670,1,12004670105,2,182,180,2
79,12004670,2,12004670205,4,181,180,1
80,12004670,3,12004670305,3,182,181,1
81,12004670,4,12004670405,2,181,180,1
82,12004670,5,12004670505,8,182,180,2
83,12004670,6,12004670605,3,181,180,1
84,12004675,1,12004675105,6,181,181,0
85,12004675,2,12004675205,5,181,181,0
86,12004675,3,12004675305,4,181,181,0
87,12004675,4,12004675405,5,180,179,1
88,12004675,5,12004675505,2,180,180,0
89,12004675,6,12004675605,4,181,180,1
90,12004676,1,12004676101,2,181,180,1
91,12004676,2,12004676208,2,180,180,0
92,12004676,3,12004676305,4,180,179,1
93,12004676,4,12004676405,3,181,181,0
94,12004676,5,12004676505,4,180,181,-1
95,12004676,6,12004676605,4,181,180,1
96,12004680,1,12004680105,3,182,181,1
97,12004680,2,12004680205,2,181,180,1
98,12004680,3,12004680305,3,181,181,0
99,12004680,4,12004680405,5,181,180,1
100,12004680,5,12004680505,5,180,179,1
101,12004680,6,12004680605,2,181,180,1
102,12004685,1,12004685105,6,180,180,0
103,12004685,2,12004685205,3,181,180,1
104,12004685,3,12004685305,1,180,180,0
105,12004685,4,12004685405,2,180,180,0
106,12004685,5,12004685505,1,180,179,1
107,12004685,6,12004685605,3,181,180,1
108,12004690,1,12004690105,3,181,180,1
109,12004690,2,12004690205,3,181,180,1
110,12004690,3,12004690305,1,181,180,1
111,12004690,4,12004690405,2,181,180,1
112,12004690,5,12004690505,4,181,180,1
113,12004690,6,12004690605,1,181,180,1
114,12004695,1,12004695105,8,182,180,2
115,12004695,2,12004695205,1,181,180,1
116,12004695,3,12004695305,1,181,180,1
117,12004695,4,12004695405,6,182,180,2
118,12004695,5,12004695505,2,181,180,1
119,12004695,6,12004695605,1,181,180,1
120,12004700,1,12004700105,2,181,180,1
121,12004700,2,12004700205,5,182,180,2
122,12004700,3,12004700305,3,181,180,1
123,12004700,4,12004700405,1,181,180,1
124,12004700,5,12004700505,1,181,180,1
125,12004700,6,12004700605,1,181,180,1
126,12004705,1,12004705105,2,181,180,1
127,12004705,2,12004705205,8,182,180,2
128,12004705,3,12004705305,6,181,181,0
129,12004705,4,12004705405,1,181,180,1
130,12004705,5,12004705505,1,181,180,1
131,12004705,6,12004705605,3,181,180,1
132,12004710,1,12004710105,2,181,181,0
133,12004710,2,12004710205,6,182,180,2
134,12004710,3,12004710305,1,181,180,1
135,12004710,4,12004710405,3,182,181,1
136,12004710,5,12004710505,3,182,181,1
137,12004710,6,12004710605,2,181,180,1
138,12004717,1,12004717105,1,181,180,1
139,12004717,2,12004717205,7,182,180,2
140,12004717,3,12004717305,2,181,181,0
141,12004717,4,12004717405,1,181,180,1
142,12004717,5,12004717505,2,181,180,1
143,12004717,6,12004717605,3,181,180,1
144,12004722,1,12004722105,1,181,180,1
145,12004722,2,12004722205,8,182,181,1
146,12004722,3,12004722305,5,181,181,0
147,12004722,4,12004722405,7,180,179,1
148,12004722,5,12004722505,1,181,180,1
149,12004722,6,12004722605,1,182,181,1
150,12004727,1,12004727105,5,181,180,1
151,12004727,2,12004727205,2,182,181,1
152,12004727,3,12004727305,3,181,180,1
153,12004727,4,12004727405,6,180,179,1
154,12004727,5,12004727505,4,181,181,0
155,12004727,6,12004727605,3,182,180,2
156,12004732,1,12004732105,2,181,180,1
157,12004732,2,12004732205,4,181,181,0
158,12004732,3,12004732305,4,182,181,1
159,12004732,4,12004732405,4,180,179,1
160,12004732,5,12004732505,3,181,180,1
161,12004732,6,12004732605,3,181,181,0
162,12004736,1,12004736105,3,181,180,1
163,12004736,2,12004736205,4,181,181,0
164,12004736,3,12004736305,4,181,180,1
165,12004736,4,12004736405,4,180,179,1
166,12004736,5,12004736505,2,181,181,0
167,12004736,6,12004736605,2,180,179,1
168,12004737,1,12004737105,2,182,182,0
169,12004737,2,12004737205,7,182,182,0
170,12004737,3,12004737305,1,181,180,1
171,12004737,4,12004737405,2,182,180,2
172,12004737,5,12004737505,1,182,182,0
173,12004737,6,12004737605,2,252,250,2
174,12004741,1,12004741105,4,181,180,1
175,12004741,2,12004741205,2,181,180,1
176,12004741,3,12004741305,2,182,180,2
177,12004741,4,12004741405,3,182,181,1
178,12004741,5,12004741505,2,181,181,0
179,12004741,6,12004741605,1,182,180,2
180,12004746,1,12004746105,2,181,180,1
181,12004746,2,12004746205,4,181,180,1
182,12004746,3,12004746305,3,181,181,0
183,12004746,4,12004746405,1,182,181,1
184,12004746,5,12004746505,1,182,181,1
185,12004746,6,12004746605,2,182,181,1
186,12004751,1,12004751105,1,182,181,1
187,12004751,2,12004751205,1,182,182,0
188,12004751,3,12004751305,3,182,181,1
189,12004751,4,12004751405,1,182,180,2
190,12004751,5,12004751505,1,182,181,1
191,12004751,6,12004751605,1,181,181,0
192,12004756,1,12004756105,2,181,180,1
193,12004756,2,12004756205,3,181,181,0
194,12004756,3,12004756305,1,181,181,0
195,12004756,4,12004756405,4,182,181,1
196,12004756,5,12004756505,4,181,180,1
197,12004756,6,12004756605,2,181,180,1
198,12004761,1,12004761105,2,181,180,1
199,12004761,2,12004761205,4,181,180,1
200,12004761,3,12004761305,3,181,181,0
201,12004761,4,12004761405,1,182,181,1
202,12004761,5,12004761505,1,182,181,1
203,12004761,6,12004761605,2,182,181,1
204,12004766,1,12004766105,2,182,180,2
205,12004766,2,12004766205,1,182,181,1
206,12004766,3,12004766305,3,182,181,1
207,12004766,4,12004766405,3,182,180,2
208,12004766,5,12004766505,1,182,181,1
209,12004766,6,12004766605,2,181,181,0
210,12004771,1,12004771105,1,182,181,1
211,12004771,2,12004771205,4,182,181,1
212,12004771,3,12004771305,4,182,181,1
213,12004771,4,12004771405,1,181,181,0
214,12004771,5,12004771505,3,181,181,0
215,12004771,6,12004771605,1,181,181,0
216,12004776,1,12004776105,1,181,180,1
217,12004776,2,12004776205,4,182,181,1
218,12004776,3,12004776305,4,182,181,1
219,12004776,4,12004776405,1,181,180,1
220,12004776,5,12004776505,1,181,180,1
221,12004776,6,12004776605,2,181,180,1
222,12004777,1,12004777105,2,181,181,0
223,12004777,2,12004777205,1,181,181,0
224,12004777,3,12004777305,5,182,181,1
225,12004777,4,12004777405,3,181,181,0
226,12004777,5,12004777505,1,181,181,0
227,12004777,6,12004777605,2,181,181,0
228,12004781,1,12004781105,4,182,180,2
229,12004781,2,12004781205,6,182,180,2
230,12004781,3,12004781305,2,182,181,1
231,12004781,4,12004781405,4,182,180,2
232,12004781,5,12004781505,2,182,181,1
233,12004781,6,12004781605,2,182,181,1
234,12004786,1,12004786105,3,182,180,2
235,12004786,2,12004786205,2,182,182,0
236,12004786,3,12004786305,1,182,181,1
237,12004786,4,12004786405,5,182,182,0
238,12004786,5,12004786505,1,182,180,2
239,12004786,6,12004786605,4,182,180,2
240,12004791,1,12004791105,4,181,181,0
241,12004791,2,12004791205,1,182,181,1
242,12004791,3,12004791305,1,182,181,1
243,12004791,4,12004791405,4,182,180,2
244,12004791,5,12004791505,2,181,180,1
245,12004791,6,12004791605,2,182,180,2
246,12004796,1,12004796105,5,182,181,1
247,12004796,3,12004796305,7,182,181,1
248,12004796,4,12004796405,1,181,181,0
249,12004796,5,12004796505,5,182,181,1
250,12004796,6,12004796605,3,182,180,2
251,12004801,1,12004801105,7,181,180,1
252,12004801,2,12004801205,2,181,180,1
253,12004801,3,12004801305,8,181,181,0
254,12004801,4,12004801405,7,181,180,1
255,12004801,5,12004801505,2,182,180,2
256,12004801,6,12004801605,2,182,182,0
257,12004806,1,12004806105,3,181,180,1
258,12004806,2,12004806205,4,180,179,1
259,12004806,3,12004806305,5,182,180,2
260,12004806,4,12004806405,2,181,180,1
261,12004806,5,12004806505,1,182,181,1
262,12004806,6,12004806605,5,181,181,0
263,12004811,1,12004811105,2,180,180,0
264,12004811,2,12004811205,3,180,179,1
265,12004811,3,12004811305,4,181,179,2
266,12004811,4,12004811405,6,181,180,1
267,12004811,5,12004811505,3,180,180,0
268,12004811,6,12004811605,3,181,180,1
269,12004816,1,12004816105,2,181,180,1
270,12004816,2,12004816205,2,181,180,1
271,12004816,3,12004816305,7,182,180,2
272,12004816,4,12004816405,6,181,179,2
273,12004816,5,12004816505,1,180,180,0
274,12004816,6,12004816605,4,181,180,1
275,12004821,1,12004821105,8,182,180,2
276,12004821,2,12004821205,2,182,181,1
277,12004821,3,12004821305,7,182,180,2
278,12004821,4,12004821405,4,182,181,1
279,12004821,5,12004821505,5,182,181,1
280,12004821,6,12004821605,1,182,181,1
281,12004825,1,12004825105,6,182,180,2
282,12004825,2,12004825205,2,182,181,1
283,12004825,3,12004825305,6,182,180,2
284,12004825,4,12004825405,4,181,181,0
285,12004825,5,12004825505,3,181,181,0
286,12004825,6,12004825605,1,181,181,0
287,12004830,1,12004830105,6,182,181,1
288,12004830,2,12004830205,2,181,181,0
289,12004830,3,12004830305,8,182,180,2
290,12004830,4,12004830405,5,182,181,1
291,12004830,5,12004830505,4,181,181,0
292,12004830,6,12004830605,3,181,181,0
293,12004835,1,12004835105,7,182,180,2
294,12004835,2,12004835205,4,182,180,2
295,12004835,3,12004835305,9,182,180,2
296,12004835,4,12004835405,5,181,181,0
297,12004835,5,12004835505,3,182,181,1
298,12004835,6,12004835605,2,181,181,0
299,12004840,1,12004840105,5,181,180,1
300,12004840,2,12004840205,1,181,180,1
301,12004840,3,12004840305,5,181,181,0
302,12004840,4,12004840405,4,182,181,1
303,12004840,5,12004840505,2,182,181,1
304,12004840,6,12004840605,1,182,180,2
305,12004846,1,12004846105,8,181,180,1
306,12004846,2,12004846205,1,181,180,1
307,12004846,3,12004846305,5,182,180,2
308,12004846,4,12004846405,4,181,180,1
309,12004846,5,12004846505,6,181,181,0
310,12004846,6,12004846605,1,180,180,0
311,12004847,1,12004847105,7,181,180,1
312,12004847,2,12004847205,8,180,180,0
313,12004847,3,12004847305,7,182,181,1
314,12004847,4,12004847405,1,181,180,1
315,12004847,5,12004847505,1,181,180,1
316,12004847,6,12004847605,5,180,180,0
317,12004851,1,12004851105,4,181,181,0
318,12004851,2,12004851205,3,181,180,1
319,12004851,3,12004851305,9,182,181,1
320,12004851,4,12004851405,4,182,180,2
321,12004851,5,12004851505,4,182,180,2
322,12004851,6,12004851605,2,181,179,2
323,12004856,1,12004856105,7,181,180,1
324,12004856,2,12004856205,6,182,181,1
325,12004856,4,12004856405,4,181,180,1
326,12004856,5,12004856505,2,180,179,1
327,12004856,6,12004856605,2,180,180,0
328,12004861,1,12004861105,2,181,181,0
329,12004861,2,12004861205,2,182,180,2
330,12004861,3,12004861305,3,181,180,1
331,12004861,4,12004861405,8,181,179,2
332,12004861,5,12004861505,2,182,181,1
333,12004861,6,12004861605,2,181,181,0
334,12004866,1,12004866105,7,181,181,0
335,12004866,2,12004866205,2,181,180,1
336,12004866,3,12004866305,3,182,181,1
337,12004866,4,12004866405,10,180,179,1
338,12004866,5,12004866505,5,180,179,1
339,12004866,6,12004866605,2,180,180,0
340,12004870,1,12004870105,3,181,180,1
341,12004870,2,12004870205,4,182,180,2
342,12004870,3,12004870305,3,182,181,1
343,12004870,4,12004870405,6,181,180,1
344,12004870,5,12004870505,3,182,180,2
345,12004870,6,12004870605,4,181,180,1
346,12004874,1,12004874105,4,182,180,2
347,12004874,2,12004874205,5,181,181,0
348,12004874,3,12004874305,2,181,180,1
349,12004874,4,12004874405,1,181,180,1
350,12004874,5,12004874505,5,182,181,1
351,12004874,6,12004874605,5,182,181,1
352,12004879,1,12004879105,3,181,180,1
353,12004879,2,12004879205,1,182,181,1
354,12004879,3,12004879305,1,182,180,2
355,12004879,4,12004879405,7,181,180,1
356,12004879,5,12004879505,3,180,180,0
357,12004879,6,12004879605,2,182,181,1
358,12004884,1,12004884105,2,181,181,0
359,12004884,2,12004884205,3,182,181,1
360,12004884,3,12004884305,2,180,180,0
361,12004884,4,12004884405,6,181,180,1
362,12004884,5,12004884505,2,182,180,2
363,12004884,6,12004884605,7,181,180,1
364,12004889,1,12004889105,6,181,180,1
365,12004889,2,12004889205,2,181,179,2
366,12004889,3,12004889305,3,180,180,0
367,12004889,4,12004889405,3,181,180,1
368,12004889,5,12004889505,2,181,180,1
369,12004889,6,12004889605,3,180,179,1
370,12004894,1,12004894105,6,180,179,1
371,12004894,2,12004894205,2,181,180,1
372,12004894,3,12004894305,2,181,181,0
373,12004894,4,12004894405,4,181,180,1
374,12004894,5,12004894505,2,179,180,-1
375,12004894,6,12004894605,5,181,180,1
376,12004899,1,12004899105,4,181,180,1
377,12004899,2,12004899205,2,180,179,1
378,12004899,3,12004899305,2,181,180,1
379,12004899,4,12004899405,3,181,180,1
380,12004899,5,12004899505,2,180,180,0
381,12004899,6,12004899605,2,181,181,0
382,12004904,1,12004904105,3,181,180,1
383,12004904,2,12004904205,1,180,180,0
384,12004904,3,12004904305,2,181,180,1
385,12004904,4,12004904405,2,181,180,1
386,12004904,5,12004904505,2,181,181,0
387,12004904,6,12004904605,1,181,180,1
388,12004909,1,12004909105,3,181,180,1
389,12004909,2,12004909205,3,182,181,1
390,12004909,3,12004909305,4,182,180,2
391,12004909,4,12004909405,9,182,180,2
392,12004909,5,12004909505,3,182,181,1
393,12004909,6,12004909605,4,181,180,1
394,12004914,1,12004914105,3,182,180,2
395,12004914,2,12004914205,4,181,180,1
396,12004914,3,12004914305,3,182,181,1
397,12004914,4,12004914405,10,182,180,2
398,12004914,5,12004914505,3,181,180,1
399,12004914,6,12004914605,2,182,180,2
400,12004919,1,12004919105,3,181,180,1
401,12004919,2,12004919205,4,182,180,2
402,12004919,3,12004919305,3,181,180,1
403,12004919,4,12004919405,8,182,181,1
404,12004919,5,12004919505,3,181,180,1
405,12004919,6,12004919605,5,182,180,2
406,12004925,1,12004925105,3,181,180,1
407,12004925,2,12004925205,4,181,180,1
408,12004925,3,12004925305,2,180,179,1
409,12004925,4,12004925405,1,181,181,0
410,12004925,5,12004925505,2,180,180,0
411,12004925,6,12004925605,9,180,179,1
412,12004926,1,12004926105,4,181,179,2
413,12004926,2,12004926205,7,180,180,0
414,12004926,3,12004926305,3,182,181,1
415,12004926,4,12004926405,2,181,180,1
416,12004926,5,12004926505,3,181,181,0
417,12004926,6,12004926605,4,181,179,2
418,12004930,1,12004930105,4,180,180,0
419,12004930,2,12004930205,3,181,180,1
420,12004930,3,12004930305,2,180,179,1
421,12004930,4,12004930405,7,180,180,0
422,12004930,5,12004930505,5,181,181,0
423,12004930,6,12004930605,3,180,180,0
424,12004935,1,12004935105,5,182,180,2
425,12004935,2,12004935205,7,181,180,1
426,12004935,3,12004935305,2,182,180,2
427,12004935,4,12004935405,3,180,179,1
428,12004935,5,12004935505,4,180,179,1
429,12004935,6,12004935605,10,181,180,1
430,12004940,1,12004940105,1,181,181,0
431,12004940,2,12004940205,5,182,181,1
432,12004940,3,12004940305,3,181,181,0
433,12004940,4,12004940405,5,182,181,1
434,12004940,5,12004940501,3,182,181,1
435,12004940,6,12004940605,2,181,181,0
436,12004945,1,12004945105,2,181,181,0
437,12004945,2,12004945205,2,181,181,0
438,12004945,3,12004945305,4,182,181,1
439,12004945,4,12004945403,2,181,181,0
440,12004945,5,12004945505,2,181,181,0
441,12004945,6,12004945605,2,181,181,0
442,12004950,1,12004950105,6,182,180,2
443,12004950,2,12004950205,2,181,181,0
444,12004950,3,12004950305,5,182,180,2
445,12004950,4,12004950405,7,182,180,2
446,12004950,5,12004950505,4,182,181,1
447,12004950,6,12004950605,1,181,181,0
448,12004955,1,12004955105,3,181,181,0
449,12004955,2,12004955205,2,181,181,0
450,12004955,3,12004955305,4,182,181,1
451,12004955,4,12004955405,6,182,180,2
452,12004955,5,12004955505,2,181,181,0
453,12004955,6,12004955605,5,182,181,1
454,12004960,1,12004960105,3,181,180,1
455,12004960,2,12004960205,2,181,181,0
456,12004960,3,12004960305,1,181,180,1
457,12004960,4,12004960405,1,181,181,0
458,12004960,5,12004960505,1,181,181,0
459,12004960,6,12004960605,2,181,180,1
460,12004965,1,12004965105,4,181,180,1
461,12004965,1,12004965105,4,181,180,1
462,12004965,2,12004965205,1,181,181,0
463,12004965,3,12004965305,2,182,181,1
464,12004965,4,12004965405,3,181,180,1
465,12004965,5,12004965505,2,181,180,1
466,12004965,6,12004965605,3,182,180,2
467,12004970,1,12004970105,2,181,180,1
468,12004970,2,12004970205,5,182,181,1
469,12004970,3,12004970305,3,181,180,1
470,12004970,4,12004970405,1,181,181,0
471,12004970,5,12004970505,4,181,180,1
472,12004970,6,12004970605,2,181,180,1
473,12004977,1,12004977105,2,181,180,1
474,12004977,2,12004977205,7,182,181,1
475,12004977,3,12004977305,5,180,180,0
476,12004977,4,12004977405,1,181,180,1
477,12004977,5,12004977505,2,181,181,0
478,12004977,6,12004977605,3,182,181,1
479,12004978,1,12004978105,4,181,180,1
480,12004978,2,12004978205,2,181,181,0
481,12004978,3,12004978305,3,181,180,1
482,12004978,4,12004978405,2,182,180,2
483,12004978,5,12004978505,5,180,179,1
484,12004978,6,12004978605,3,181,179,2
485,12004982,1,12004982105,2,181,181,0
486,12004982,2,12004982205,2,181,180,1
487,12004982,3,12004982305,5,181,181,0
488,12004982,4,12004982405,3,182,181,1
489,12004982,5,12004982505,2,181,179,2
490,12004982,6,12004982605,4,180,180,0
491,12004987,1,12004987105,2,181,180,1
492,12004987,2,12004987205,2,181,181,0
493,12004987,3,12004987305,6,182,181,1
494,12004987,4,12004987405,5,181,179,2
495,12004987,5,12004987505,3,180,180,0
496,12004987,6,12004987605,3,181,180,1
497,12004992,1,12004992105,4,182,180,2
498,12004992,2,12004992205,3,182,180,2
499,12004992,3,12004992305,4,182,181,1
500,12004992,4,12004992405,6,181,181,0
501,12004992,5,12004992505,1,182,181,1
502,12004992,6,12004992605,1,182,180,2
503,12004997,1,12004997105,2,182,180,2
504,12004997,2,12004997205,3,181,180,1
505,12004997,3,12004997305,2,181,180,1
506,12004997,4,12004997405,3,181,181,0
507,12004997,5,12004997505,1,181,180,1
508,12004997,6,12004997605,1,182,181,1
509,12005002,1,12005002105,1,181,180,1
510,12005002,2,12005002205,9,182,180,2
511,12005002,3,12005002305,3,182,180,2
512,12005002,4,12005002405,2,181,181,0
513,12005002,5,12005002505,3,182,181,1
514,12005002,6,12005002605,3,182,180,2
515,12005007,1,12005007105,6,182,180,2
516,12005007,2,12005007205,9,182,181,1
517,12005007,3,12005007305,6,182,180,2
518,12005007,4,12005007405,3,182,182,0
519,12005007,5,12005007505,3,181,180,1
520,12005007,6,12005007605,4,181,180,1
521,12005012,1,12005012105,3,182,181,1
522,12005012,2,12005012205,9,182,180,2
523,12005012,3,12005012305,5,182,180,2
524,12005012,4,12005012405,1,181,180,1
525,12005012,5,12005012505,3,181,180,1
526,12005012,6,12005012605,1,181,180,1
527,12005017,1,12005017105,4,182,180,2
528,12005017,2,12005017205,9,182,180,2
529,12005017,3,12005017305,6,182,180,2
530,12005017,4,12005017405,2,181,180,1
531,12005017,5,12005017505,3,181,180,1
532,12005017,6,12005017605,2,181,180,1
533,12005022,1,12005022105,9,182,180,2
534,12005022,2,12005022205,3,181,180,1
535,12005022,3,12005022305,1,181,181,0
536,12005022,4,12005022405,5,182,180,2
537,12005022,5,12005022505,5,182,180,2
538,12005022,6,12005022605,1,181,180,1
539,12005027,1,12005027105,2,181,180,1
540,12005027,2,12005027205,3,182,181,1
541,12005027,3,12005027305,6,181,180,1
542,12005027,4,12005027405,2,181,180,1
543,12005027,5,12005027505,8,182,180,2
544,12005027,6,12005027605,7,181,179,2
545,12005032,1,12005032105,2,181,181,0
546,12005032,2,12005032205,4,180,180,0
547,12005032,3,12005032305,6,182,180,2
548,12005032,4,12005032405,2,181,180,1
549,12005032,5,12005032505,6,181,179,2
550,12005032,6,12005032605,8,181,180,1
551,12005033,1,12005033105,4,181,180,1
552,12005033,2,12005033205,2,180,179,1
553,12005033,3,12005033305,5,181,179,2
554,12005033,4,12005033405,5,181,179,2
555,12005033,5,12005033505,2,181,180,1
556,12005033,6,12005033605,2,182,181,1
557,12005036,1,12005036105,6,181,180,1
558,12005036,2,12005036205,2,181,181,0
559,12005036,3,12005036305,2,181,180,1
560,12005036,4,12005036405,8,180,180,0
561,12005036,5,12005036505,2,181,180,1
562,12005036,5,12005036506,2,181,180,1
563,12005042,1,12005042105,9,182,180,2
564,12005042,2,12005042205,1,182,181,1
565,12005042,3,12005042305,9,182,180,2
566,12005042,4,12005042405,5,182,182,0
567,12005042,5,12005042505,1,182,182,0
568,12005042,6,12005042605,1,182,181,1
569,12005047,1,12005047105,5,182,180,2
570,12005047,2,12005047205,4,182,182,0
571,12005047,3,12005047305,1,182,182,0
572,12005047,4,12005047405,7,181,180,1
573,12005047,5,12005047505,2,182,181,1
574,12005047,6,12005047605,4,182,180,2
575,12005052,1,12005052105,5,182,182,0
576,12005052,2,12005052205,3,182,182,0
577,12005052,3,12005052305,9,182,180,2
578,12005052,4,12005052405,8,182,181,1
579,12005052,5,12005052505,1,181,181,0
580,12005052,6,12005052605,5,182,181,1
581,12005057,1,12005057105,1,181,180,1
582,12005057,2,12005057205,9,181,181,0
583,12005057,3,12005057305,9,181,181,0
584,12005057,4,12005057405,3,180,179,1
585,12005057,5,12005057505,3,180,180,0
586,12005057,6,12005057605,9,180,179,1
587,12005062,1,12005062105,5,181,180,1
588,12005062,2,12005062205,3,182,181,1
589,12005062,3,12005062305,8,180,180,0
590,12005062,4,12005062405,10,181,180,1
591,12005062,5,12005062505,4,180,179,1
592,12005062,6,12005062605,1,181,180,1
593,12005067,1,12005067105,4,181,180,1
594,12005067,2,12005067205,2,180,180,0
595,12005067,3,12005067305,6,181,180,1
596,12005067,4,12005067405,3,181,180,1
597,12005067,5,12005067505,2,180,180,0
598,12005067,6,12005067605,7,180,179,1
599,12005072,1,12005072105,5,181,180,1
600,12005072,2,12005072205,8,180,180,0
601,12005072,3,12005072305,6,180,179,1
602,12005072,4,12005072405,2,180,180,0
603,12005072,5,12005072505,3,182,181,1
604,12005072,6,12005072605,6,180,179,1
605,12005076,1,12005076105,4,182,181,1
606,12005076,2,12005076205,6,182,181,1
607,12005076,3,12005076305,3,182,181,1
608,12005076,4,12005076405,1,181,181,0
609,12005076,5,12005076505,7,182,181,1
610,12005076,6,12005076605,4,182,181,1
611,12005080,1,12005080105,4,182,181,1
612,12005080,2,12005080205,1,181,181,0
613,12005080,3,12005080305,2,181,181,0
